symbol,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,full_date,calendar_year
^DJI,2020-12-15,29919.089844,30243.259766,29894.949219,30199.310547,30199.310547,417770000,417770000,280.2207,0.9366,30112.51,"December 15, 20",0.009366,2020-12-15,2020
^DJI,2020-12-14,30123.910156,30325.789063,29849.150391,29861.550781,29861.550781,371980000,371980000,-262.35937,-0.87093,30012.16,"December 14, 20",-0.0087093,2020-12-14,2020
^DJI,2020-12-11,29988.210938,30071.130859,29820.839844,30046.369141,30046.369141,393870000,393870000,58.1582,0.19394,29979.45,"December 11, 20",0.0019394,2020-12-11,2020
^DJI,2020-12-10,30032.550781,30063.869141,29876.820313,29999.259766,29999.259766,325550000,325550000,-33.29102,-0.11085,29979.98,"December 10, 20",-0.0011085,2020-12-10,2020
^DJI,2020-12-09,30229.810547,30319.699219,29951.849609,30068.810547,30068.810547,380520000,380520000,-161.0,-0.53259,30113.45,"December 09, 20",-0.0053259,2020-12-09,2020
^DJI,2020-12-08,29997.949219,30246.220703,29972.070313,30173.880859,30173.880859,311190000,311190000,175.93164,0.58648,30130.72,"December 08, 20",0.0058648,2020-12-08,2020
^DJI,2020-12-07,30233.029297,30233.029297,29967.220703,30069.789063,30069.789063,365810000,365810000,-163.24023,-0.53994,30090.01,"December 07, 20",-0.0053994,2020-12-07,2020
^DJI,2020-12-04,29989.560547,30218.259766,29989.560547,30218.259766,30218.259766,356590000,356590000,228.69922,0.7626,30142.03,"December 04, 20",0.007626,2020-12-04,2020
^DJI,2020-12-03,29920.830078,30110.880859,29877.269531,29969.519531,29969.519531,405680000,405680000,48.68945,0.16273,29985.89,"December 03, 20",0.0016273,2020-12-03,2020
^DJI,2020-12-02,29695.089844,29902.509766,29599.289063,29883.789063,29883.789063,385280000,385280000,188.69922,0.63546,29795.2,"December 02, 20",0.0063546,2020-12-02,2020
^DJI,2020-12-01,29797.5,30083.310547,29797.5,29823.919922,29823.919922,429510000,429510000,26.41992,0.08866489,29901.58,"December 01, 20",0.0008866489,2020-12-01,2020
^DJI,2020-11-30,29854.509766,29854.509766,29463.640625,29638.640625,29638.640625,551350000,551350000,-215.86914,-0.72307,29652.26,"November 30, 20",-0.0072307,2020-11-30,2020
^DJI,2020-11-27,29911.330078,30015.130859,29819.980469,29910.369141,29910.369141,177040000,177040000,-0.960937,-0.00321262,29915.16,"November 27, 20",-3.21262e-05,2020-11-27,2020
^DJI,2020-11-25,30058.869141,30058.869141,29806.25,29872.470703,29872.470703,323030000,323030000,-186.39844,-0.62011,29912.53,"November 25, 20",-0.0062011,2020-11-25,2020
^DJI,2020-11-24,29746.109375,30116.509766,29746.109375,30046.240234,30046.240234,432760000,432760000,300.13086,1.01,29969.62,"November 24, 20",0.0101,2020-11-24,2020
^DJI,2020-11-23,29332.820313,29667.75,29332.820313,29591.269531,29591.269531,387200000,387200000,258.44922,0.88109,29530.61,"November 23, 20",0.0088109,2020-11-23,2020
^DJI,2020-11-20,29437.570313,29469.890625,29231.199219,29263.480469,29263.480469,305350000,305350000,-174.08984,-0.59139,29321.52,"November 20, 20",-0.0059139,2020-11-20,2020
^DJI,2020-11-19,29370.919922,29524.900391,29228.380859,29483.230469,29483.230469,331330000,331330000,112.31055,0.38239,29412.17,"November 19, 20",0.0038239,2020-11-19,2020
^DJI,2020-11-18,29875.400391,29930.849609,29432.839844,29438.419922,29438.419922,382850000,382850000,-436.98047,-1.46,29600.7,"November 18, 20",-0.0146,2020-11-18,2020
^DJI,2020-11-17,29800.150391,29872.419922,29520.289063,29783.349609,29783.349609,372380000,372380000,-16.80078,-0.05637818,29725.35,"November 17, 20",-0.0005637818,2020-11-17,2020
^DJI,2020-11-16,29672.359375,29964.289063,29672.359375,29950.439453,29950.439453,418290000,418290000,278.08008,0.93717,29862.36,"November 16, 20",0.0093717,2020-11-16,2020
^DJI,2020-11-13,29203.900391,29559.25,29203.900391,29479.810547,29479.810547,348810000,348810000,275.91016,0.94477,29414.32,"November 13, 20",0.0094477,2020-11-13,2020
^DJI,2020-11-12,29231.910156,29311.830078,28902.130859,29080.169922,29080.169922,369320000,369320000,-151.74023,-0.51909,29098.04,"November 12, 20",-0.0051909,2020-11-12,2020
^DJI,2020-11-11,29524.349609,29593.109375,29281.220703,29397.630859,29397.630859,376700000,376700000,-126.71875,-0.4292,29423.99,"November 11, 20",-0.004292,2020-11-11,2020
^DJI,2020-11-10,29254.169922,29478.859375,29126.990234,29420.919922,29420.919922,526980000,526980000,166.75,0.57,29342.26,"November 10, 20",0.0057,2020-11-10,2020
^DJI,2020-11-09,29467.900391,29933.830078,29130.660156,29157.970703,29157.970703,673310000,673310000,-309.92969,-1.05,29407.49,"November 09, 20",-0.0105,2020-11-09,2020
^DJI,2020-11-06,28399.130859,28431.960938,28189.5,28323.400391,28323.400391,326710000,326710000,-75.73047,-0.26666,28314.95,"November 06, 20",-0.0026666,2020-11-06,2020
^DJI,2020-11-05,28083.369141,28495.050781,28083.369141,28390.179688,28390.179688,390140000,390140000,306.81055,1.09,28322.87,"November 05, 20",0.0109,2020-11-05,2020
^DJI,2020-11-04,27512.830078,28301.5,27512.830078,27847.660156,27847.660156,447860000,447860000,334.83008,1.22,27887.33,"November 04, 20",0.0122,2020-11-04,2020
^DJI,2020-11-03,27138.689453,27640.210938,27138.689453,27480.029297,27480.029297,350980000,350980000,341.33984,1.26,27419.64,"November 03, 20",0.0126,2020-11-03,2020
^DJI,2020-11-02,26691.279297,27043.480469,26691.279297,26925.050781,26925.050781,379990000,379990000,233.77148,0.87583,26886.6,"November 02, 20",0.0087583,2020-11-02,2020
^DJI,2020-10-30,26572.269531,26639.179688,26143.769531,26501.599609,26501.599609,504820000,504820000,-70.66992,-0.26595,26428.18,"October 30, 20",-0.0026595,2020-10-30,2020
^DJI,2020-10-29,26480.980469,26891.890625,26290.779297,26659.109375,26659.109375,419770000,419770000,178.12891,0.67267,26613.93,"October 29, 20",0.0067267,2020-10-29,2020
^DJI,2020-10-28,27102.140625,27102.140625,26497.390625,26519.949219,26519.949219,496150000,496150000,-582.19141,-2.15,26706.49,"October 28, 20",-0.0215,2020-10-28,2020
^DJI,2020-10-27,27651.179688,27707.689453,27457.960938,27463.189453,27463.189453,366400000,366400000,-187.99024,-0.67986,27542.95,"October 27, 20",-0.0067986,2020-10-27,2020
^DJI,2020-10-26,28185.820313,28185.820313,27370.160156,27685.380859,27685.380859,404150000,404150000,-500.43945,-1.78,27747.12,"October 26, 20",-0.0178,2020-10-26,2020
^DJI,2020-10-23,28409.650391,28436.519531,28149.820313,28335.570313,28335.570313,347300000,347300000,-74.08008,-0.26076,28307.3,"October 23, 20",-0.0026076,2020-10-23,2020
^DJI,2020-10-22,28197.419922,28421.310547,28040.179688,28363.660156,28363.660156,330320000,330320000,166.24023,0.58956,28275.05,"October 22, 20",0.0058956,2020-10-22,2020
^DJI,2020-10-21,28270.660156,28450.640625,28196.390625,28210.820313,28210.820313,299420000,299420000,-59.83984,-0.21167,28285.95,"October 21, 20",-0.0021167,2020-10-21,2020
^DJI,2020-10-20,28245.849609,28575.029297,28243.039063,28308.789063,28308.789063,350220000,350220000,62.93945,0.22283,28375.62,"October 20, 20",0.0022283,2020-10-20,2020
^DJI,2020-10-19,28633.550781,28711.929688,28139.400391,28195.419922,28195.419922,358700000,358700000,-438.13086,-1.53,28348.92,"October 19, 20",-0.0153,2020-10-19,2020
^DJI,2020-10-16,28570.720703,28842.900391,28570.720703,28606.310547,28606.310547,356140000,356140000,35.58984,0.12457,28673.31,"October 16, 20",0.0012457,2020-10-16,2020
^DJI,2020-10-15,28323.400391,28535.849609,28181.539063,28494.199219,28494.199219,328940000,328940000,170.79883,0.60303,28403.86,"October 15, 20",0.0060303,2020-10-15,2020
^DJI,2020-10-14,28731.300781,28792.560547,28461.730469,28514.0,28514.0,370800000,370800000,-217.30078,-0.75632,28589.43,"October 14, 20",-0.0075632,2020-10-14,2020
^DJI,2020-10-13,28764.949219,28808.839844,28604.349609,28679.810547,28679.810547,526110000,526110000,-85.13867,-0.29598,28697.67,"October 13, 20",-0.0029598,2020-10-13,2020
^DJI,2020-10-12,28671.119141,28957.900391,28659.669922,28837.519531,28837.519531,493680000,493680000,166.40039,0.58038,28818.36,"October 12, 20",0.0058038,2020-10-12,2020
^DJI,2020-10-09,28533.609375,28676.289063,28440.630859,28586.900391,28586.900391,324050000,324050000,53.29102,0.18677,28567.94,"October 09, 20",0.0018677,2020-10-09,2020
^DJI,2020-10-08,28348.859375,28459.130859,28265.560547,28425.509766,28425.509766,314750000,314750000,76.65039,0.27038,28383.4,"October 08, 20",0.0027038,2020-10-08,2020
^DJI,2020-10-07,27971.359375,28369.660156,27971.359375,28303.460938,28303.460938,328750000,328750000,332.10156,1.19,28214.83,"October 07, 20",0.0119,2020-10-07,2020
^DJI,2020-10-06,28214.240234,28354.480469,27728.029297,27772.759766,27772.759766,435030000,435030000,-441.48047,-1.56,27951.76,"October 06, 20",-0.0156,2020-10-06,2020
^DJI,2020-10-05,27825.419922,28162.640625,27825.419922,28148.640625,28148.640625,318210000,318210000,323.2207,1.16,28045.57,"October 05, 20",0.0116,2020-10-05,2020
^DJI,2020-10-02,27536.390625,27861.429688,27382.939453,27682.810547,27682.810547,392770000,392770000,146.41992,0.53173,27642.39,"October 02, 20",0.0053173,2020-10-02,2020
^DJI,2020-10-01,27940.630859,28041.460938,27669.259766,27816.900391,27816.900391,373450000,373450000,-123.73047,-0.44283,27842.54,"October 01, 20",-0.0044283,2020-10-01,2020
^DJI,2020-09-30,27514.640625,28026.330078,27511.060547,27781.699219,27781.699219,452550000,452550000,267.05859,0.97061,27773.03,"September 30, 20",0.0097061,2020-09-30,2020
^DJI,2020-09-29,27560.240234,27605.599609,27338.089844,27452.660156,27452.660156,303820000,303820000,-107.58008,-0.39035,27465.45,"September 29, 20",-0.0039035,2020-09-29,2020
^DJI,2020-09-28,27362.140625,27722.599609,27362.140625,27584.060547,27584.060547,401860000,401860000,221.91992,0.81105,27556.27,"September 28, 20",0.0081105,2020-09-28,2020
^DJI,2020-09-25,26694.509766,27239.289063,26635.380859,27173.960938,27173.960938,388900000,388900000,479.45117,1.8,27016.21,"September 25, 20",0.018,2020-09-25,2020
^DJI,2020-09-24,26716.089844,27094.849609,26537.009766,26815.439453,26815.439453,447810000,447810000,99.34961,0.37187,26815.77,"September 24, 20",0.0037187,2020-09-24,2020
^DJI,2020-09-23,27413.599609,27464.460938,26716.119141,26763.130859,26763.130859,459470000,459470000,-650.46875,-2.37,26981.24,"September 23, 20",-0.0237,2020-09-23,2020
^DJI,2020-09-22,27170.339844,27333.089844,26989.929688,27288.179688,27288.179688,420720000,420720000,117.83984,0.43371,27203.73,"September 22, 20",0.0043371,2020-09-22,2020
^DJI,2020-09-21,27484.710938,27484.710938,26715.150391,27147.699219,27147.699219,523660000,523660000,-337.01172,-1.23,27115.85,"September 21, 20",-0.0123,2020-09-21,2020
^DJI,2020-09-18,27864.869141,27946.689453,27487.970703,27657.419922,27657.419922,698710000,698710000,-207.44922,-0.74448,27697.36,"September 18, 20",-0.0074448,2020-09-18,2020
^DJI,2020-09-17,27834.179688,28056.789063,27647.929688,27901.980469,27901.980469,437230000,437230000,67.80078,0.24359,27868.9,"September 17, 20",0.0024359,2020-09-17,2020
^DJI,2020-09-16,28031.689453,28364.769531,28021.669922,28032.380859,28032.380859,416650000,416650000,0.691406,0.00246652,28139.61,"September 16, 20",2.46652e-05,2020-09-16,2020
^DJI,2020-09-15,28139.759766,28231.060547,27931.449219,27995.599609,27995.599609,414520000,414520000,-144.16016,-0.5123,28052.7,"September 15, 20",-0.005123,2020-09-15,2020
^DJI,2020-09-14,27718.740234,28086.060547,27718.740234,27993.330078,27993.330078,380750000,380750000,274.58984,0.99063,27932.71,"September 14, 20",0.0099063,2020-09-14,2020
^DJI,2020-09-11,27613.859375,27828.820313,27448.150391,27665.640625,27665.640625,435330000,435330000,51.78125,0.18752,27647.54,"September 11, 20",0.0018752,2020-09-11,2020
^DJI,2020-09-10,28022.509766,28174.779297,27447.080078,27534.580078,27534.580078,442850000,442850000,-487.92969,-1.74,27718.81,"September 10, 20",-0.0174,2020-09-10,2020
^DJI,2020-09-09,27711.710938,28206.210938,27704.539063,27940.470703,27940.470703,460590000,460590000,228.75976,0.8255,27950.41,"September 09, 20",0.008255,2020-09-09,2020
^DJI,2020-09-08,27925.230469,27925.230469,27464.900391,27500.890625,27500.890625,580860000,580860000,-424.33984,-1.52,27630.34,"September 08, 20",-0.0152,2020-09-08,2020
^DJI,2020-09-04,28341.050781,28539.75,27664.679688,28133.310547,28133.310547,694640000,694640000,-207.74023,-0.733,28112.58,"September 04, 20",-0.00733,2020-09-04,2020
^DJI,2020-09-03,29090.699219,29199.349609,28074.759766,28292.730469,28292.730469,650080000,650080000,-797.96875,-2.74,28522.28,"September 03, 20",-0.0274,2020-09-03,2020
^DJI,2020-09-02,28736.789063,29162.880859,28713.529297,29100.5,29100.5,539510000,539510000,363.71094,1.27,28992.3,"September 02, 20",0.0127,2020-09-02,2020
^DJI,2020-09-01,28439.609375,28659.259766,28290.720703,28645.660156,28645.660156,423410000,423410000,206.05078,0.72452,28531.88,"September 01, 20",0.0072452,2020-09-01,2020
^DJI,2020-08-31,28643.660156,28643.660156,28363.550781,28430.050781,28430.050781,517320000,517320000,-213.60937,-0.74575,28479.09,"August 31, 20",-0.0074575,2020-08-31,2020
^DJI,2020-08-28,28601.289063,28733.349609,28487.980469,28653.869141,28653.869141,369740000,369740000,52.58008,0.18384,28625.07,"August 28, 20",0.0018384,2020-08-28,2020
^DJI,2020-08-27,28384.070313,28634.220703,28363.929688,28492.269531,28492.269531,404340000,404340000,108.19922,0.3812,28496.81,"August 27, 20",0.003812,2020-08-27,2020
^DJI,2020-08-26,28257.880859,28353.800781,28153.910156,28331.919922,28331.919922,327070000,327070000,74.03906,0.26201,28279.88,"August 26, 20",0.0026201,2020-08-26,2020
^DJI,2020-08-25,28347.419922,28400.740234,28094.570313,28248.439453,28248.439453,338420000,338420000,-98.98047,-0.34917,28247.92,"August 25, 20",-0.0034917,2020-08-25,2020
^DJI,2020-08-24,28077.580078,28314.939453,28041.75,28308.460938,28308.460938,383880000,383880000,230.88086,0.8223,28221.72,"August 24, 20",0.008223,2020-08-24,2020
^DJI,2020-08-21,27758.130859,27959.480469,27686.779297,27930.330078,27930.330078,372720000,372720000,172.19922,0.62036,27858.86,"August 21, 20",0.0062036,2020-08-21,2020
^DJI,2020-08-20,27622.679688,27781.460938,27526.25,27739.730469,27739.730469,304550000,304550000,117.05078,0.42375,27682.48,"August 20, 20",0.0042375,2020-08-20,2020
^DJI,2020-08-19,27811.259766,27920.419922,27647.669922,27692.880859,27692.880859,311460000,311460000,-118.37891,-0.42565,27753.66,"August 19, 20",-0.0042565,2020-08-19,2020
^DJI,2020-08-18,27853.480469,27891.119141,27668.789063,27778.070313,27778.070313,276170000,276170000,-75.41016,-0.27074,27779.33,"August 18, 20",-0.0027074,2020-08-18,2020
^DJI,2020-08-17,27970.050781,27999.810547,27816.400391,27844.910156,27844.910156,286860000,286860000,-125.14062,-0.44741,27887.04,"August 17, 20",-0.0044741,2020-08-17,2020
^DJI,2020-08-14,27828.929688,27977.810547,27759.390625,27931.019531,27931.019531,275540000,275540000,102.08984,0.36685,27889.41,"August 14, 20",0.0036685,2020-08-14,2020
^DJI,2020-08-13,27922.509766,27986.099609,27789.779297,27896.720703,27896.720703,360160000,360160000,-25.78906,-0.0923594,27890.87,"August 13, 20",-0.000923594,2020-08-13,2020
^DJI,2020-08-12,27860.240234,28043.890625,27843.320313,27976.839844,27976.839844,340210000,340210000,116.59961,0.41852,27954.68,"August 12, 20",0.0041852,2020-08-12,2020
^DJI,2020-08-11,27961.640625,28154.880859,27624.509766,27686.910156,27686.910156,428220000,428220000,-274.73047,-0.98253,27822.1,"August 11, 20",-0.0098253,2020-08-11,2020
^DJI,2020-08-10,27488.210938,27803.859375,27488.210938,27791.439453,27791.439453,360340000,360340000,303.22851,1.1,27694.5,"August 10, 20",0.011,2020-08-10,2020
^DJI,2020-08-07,27321.679688,27456.240234,27223.550781,27433.480469,27433.480469,321170000,321170000,111.80078,0.4092,27371.09,"August 07, 20",0.004092,2020-08-07,2020
^DJI,2020-08-06,27170.820313,27394.099609,27145.25,27386.980469,27386.980469,322460000,322460000,216.16016,0.79556,27308.78,"August 06, 20",0.0079556,2020-08-06,2020
^DJI,2020-08-05,26924.779297,27221.669922,26924.779297,27201.519531,27201.519531,366000000,366000000,276.74023,1.03,27115.99,"August 05, 20",0.0103,2020-08-05,2020
^DJI,2020-08-04,26664.609375,26832.720703,26597.820313,26828.470703,26828.470703,346350000,346350000,163.86133,0.61453,26753.0,"August 04, 20",0.0061453,2020-08-04,2020
^DJI,2020-08-03,26542.320313,26707.259766,26534.380859,26664.400391,26664.400391,439380000,439380000,122.08008,0.45995,26635.35,"August 03, 20",0.0045995,2020-08-03,2020
^DJI,2020-07-31,26409.330078,26440.019531,26013.589844,26428.320313,26428.320313,488050000,488050000,18.99024,0.0719073,26293.98,"July 31, 20",0.000719073,2020-07-31,2020
^DJI,2020-07-30,26367.419922,26374.929688,25992.279297,26313.650391,26313.650391,351540000,351540000,-53.76953,-0.20392,26226.95,"July 30, 20",-0.0020392,2020-07-30,2020
^DJI,2020-07-29,26388.439453,26602.449219,26375.390625,26539.570313,26539.570313,347580000,347580000,151.13086,0.57272,26505.8,"July 29, 20",0.0057272,2020-07-29,2020
^DJI,2020-07-28,26529.449219,26556.839844,26361.710938,26379.279297,26379.279297,361090000,361090000,-150.16992,-0.56605,26432.61,"July 28, 20",-0.0056605,2020-07-28,2020
^DJI,2020-07-27,26447.669922,26625.460938,26426.919922,26584.769531,26584.769531,400930000,400930000,137.09961,0.51838,26545.72,"July 27, 20",0.0051838,2020-07-27,2020
^DJI,2020-07-24,26533.410156,26625.699219,26402.859375,26469.890625,26469.890625,494170000,494170000,-63.51953,-0.23939,26499.48,"July 24, 20",-0.0023939,2020-07-24,2020
^DJI,2020-07-23,26955.970703,26973.849609,26560.039063,26652.330078,26652.330078,419800000,419800000,-303.64062,-1.13,26728.74,"July 23, 20",-0.0113,2020-07-23,2020
^DJI,2020-07-22,26824.560547,27035.240234,26794.189453,27005.839844,27005.839844,404340000,404340000,181.2793,0.6758,26945.09,"July 22, 20",0.006758,2020-07-22,2020
^DJI,2020-07-21,26833.140625,27025.380859,26766.220703,26840.400391,26840.400391,364930000,364930000,7.25977,0.02705522,26877.33,"July 21, 20",0.0002705522,2020-07-21,2020
^DJI,2020-07-20,26660.289063,26765.019531,26504.199219,26680.869141,26680.869141,309390000,309390000,20.58008,0.07719375,26650.03,"July 20, 20",0.0007719375,2020-07-20,2020
^DJI,2020-07-17,26774.619141,26808.429688,26619.880859,26671.949219,26671.949219,296460000,296460000,-102.66992,-0.38346,26700.09,"July 17, 20",-0.0038346,2020-07-17,2020
^DJI,2020-07-16,26746.570313,26879.160156,26590.009766,26734.710938,26734.710938,287330000,287330000,-11.85937,-0.0443398,26734.63,"July 16, 20",-0.000443398,2020-07-16,2020
^DJI,2020-07-15,27009.810547,27071.330078,26692.480469,26870.099609,26870.099609,384900000,384900000,-139.71094,-0.51726,26877.97,"July 15, 20",-0.0051726,2020-07-15,2020
^DJI,2020-07-14,26044.169922,26690.519531,25994.980469,26642.589844,26642.589844,401640000,401640000,598.41992,2.3,26442.7,"July 14, 20",0.023,2020-07-14,2020
^DJI,2020-07-13,26225.070313,26639.089844,26044.230469,26085.800781,26085.800781,425320000,425320000,-139.26953,-0.53105,26256.37,"July 13, 20",-0.0053105,2020-07-13,2020
^DJI,2020-07-10,25690.349609,26101.320313,25637.5,26075.300781,26075.300781,338170000,338170000,384.95117,1.5,25938.04,"July 10, 20",0.015,2020-07-10,2020
^DJI,2020-07-09,26094.919922,26103.279297,25523.509766,25706.089844,25706.089844,387610000,387610000,-388.83008,-1.49,25777.63,"July 09, 20",-0.0149,2020-07-09,2020
^DJI,2020-07-08,25950.060547,26109.490234,25816.25,26067.279297,26067.279297,337300000,337300000,117.21875,0.45171,25997.67,"July 08, 20",0.0045171,2020-07-08,2020
^DJI,2020-07-07,26172.009766,26174.929688,25866.580078,25890.179688,25890.179688,346820000,346820000,-281.83008,-1.08,25977.23,"July 07, 20",-0.0108,2020-07-07,2020
^DJI,2020-07-06,25996.080078,26297.529297,25996.080078,26287.029297,26287.029297,340690000,340690000,290.94922,1.12,26193.55,"July 06, 20",0.0112,2020-07-06,2020
^DJI,2020-07-02,25936.449219,26204.410156,25778.119141,25827.359375,25827.359375,349130000,349130000,-109.08984,-0.4206,25936.63,"July 02, 20",-0.004206,2020-07-02,2020
^DJI,2020-07-01,25879.380859,26019.310547,25713.609375,25734.970703,25734.970703,373180000,373180000,-144.41016,-0.55801,25822.63,"July 01, 20",-0.0055801,2020-07-01,2020
^DJI,2020-06-30,25512.429688,25905.380859,25475.140625,25812.880859,25812.880859,410780000,410780000,300.45117,1.18,25731.13,"June 30, 20",0.0118,2020-06-30,2020
^DJI,2020-06-29,25152.449219,25601.150391,25096.160156,25595.800781,25595.800781,378070000,378070000,443.35156,1.76,25431.04,"June 29, 20",0.0176,2020-06-29,2020
^DJI,2020-06-26,25641.689453,25641.689453,24971.029297,25015.550781,25015.550781,640860000,640860000,-626.13867,-2.44,25209.42,"June 26, 20",-0.0244,2020-06-26,2020
^DJI,2020-06-25,25365.220703,25769.609375,25209.789063,25745.599609,25745.599609,384560000,384560000,380.37891,1.5,25575.0,"June 25, 20",0.015,2020-06-25,2020
^DJI,2020-06-24,25992.960938,25992.960938,25296.730469,25445.939453,25445.939453,450120000,450120000,-547.02149,-2.1,25578.54,"June 24, 20",-0.021,2020-06-24,2020
^DJI,2020-06-23,26159.390625,26314.970703,26105.970703,26156.099609,26156.099609,389980000,389980000,-3.29102,-0.01258063,26192.35,"June 23, 20",-0.0001258063,2020-06-23,2020
^DJI,2020-06-22,25865.080078,26059.810547,25667.679688,26024.960938,26024.960938,351780000,351780000,159.88086,0.61813,25917.48,"June 22, 20",0.0061813,2020-06-22,2020
^DJI,2020-06-19,26213.099609,26451.439453,25759.660156,25871.460938,25871.460938,669390000,669390000,-341.63867,-1.3,26027.52,"June 19, 20",-0.013,2020-06-19,2020
^DJI,2020-06-18,26016.449219,26154.199219,25848.529297,26080.099609,26080.099609,328390000,328390000,63.65039,0.24465,26027.61,"June 18, 20",0.0024465,2020-06-18,2020
^DJI,2020-06-17,26330.519531,26400.070313,26068.410156,26119.609375,26119.609375,328830000,328830000,-210.91016,-0.80101,26196.03,"June 17, 20",-0.0080101,2020-06-17,2020
^DJI,2020-06-16,26326.679688,26611.029297,25811.699219,26289.980469,26289.980469,489500000,489500000,-36.69922,-0.1394,26237.57,"June 16, 20",-0.001394,2020-06-16,2020
^DJI,2020-06-15,25270.390625,25891.580078,24843.179688,25763.160156,25763.160156,461230000,461230000,492.76953,1.95,25499.31,"June 15, 20",0.0195,2020-06-15,2020
^DJI,2020-06-12,25659.419922,25965.550781,25078.410156,25605.539063,25605.539063,514440000,514440000,-53.88086,-0.20998,25549.83,"June 12, 20",-0.0020998,2020-06-12,2020
^DJI,2020-06-11,26282.509766,26294.080078,25082.720703,25128.169922,25128.169922,647780000,647780000,-1154.33984,-4.39,25501.66,"June 11, 20",-0.0439,2020-06-11,2020
^DJI,2020-06-10,27251.890625,27355.220703,26938.050781,26989.990234,26989.990234,448930000,448930000,-261.90039,-0.96104,27094.42,"June 10, 20",-0.0096104,2020-06-10,2020
^DJI,2020-06-09,27447.369141,27447.369141,27151.060547,27272.300781,27272.300781,381430000,381430000,-175.06836,-0.63783,27290.24,"June 09, 20",-0.0063783,2020-06-09,2020
^DJI,2020-06-08,27232.929688,27580.210938,27232.480469,27572.439453,27572.439453,430200000,430200000,339.50976,1.25,27461.71,"June 08, 20",0.0125,2020-06-08,2020
^DJI,2020-06-05,26836.800781,27338.300781,26836.800781,27110.980469,27110.980469,542310000,542310000,274.17969,1.02,27095.36,"June 05, 20",0.0102,2020-06-05,2020
^DJI,2020-06-04,26226.490234,26384.099609,26082.310547,26281.820313,26281.820313,372190000,372190000,55.33008,0.21097,26249.41,"June 04, 20",0.0021097,2020-06-04,2020
^DJI,2020-06-03,25906.880859,26337.75,25906.880859,26269.890625,26269.890625,398790000,398790000,363.00977,1.4,26171.51,"June 03, 20",0.014,2020-06-03,2020
^DJI,2020-06-02,25582.519531,25743.130859,25523.740234,25742.650391,25742.650391,352610000,352610000,160.13086,0.62594,25669.84,"June 02, 20",0.0062594,2020-06-02,2020
^DJI,2020-06-01,25342.990234,25508.830078,25220.660156,25475.019531,25475.019531,338310000,338310000,132.0293,0.52097,25401.5,"June 01, 20",0.0052097,2020-06-01,2020
^DJI,2020-05-29,25324.150391,25482.800781,25031.669922,25383.109375,25383.109375,527620000,527620000,58.95898,0.23282,25299.19,"May 29, 20",0.0023282,2020-05-29,2020
^DJI,2020-05-28,25697.359375,25758.789063,25358.730469,25400.640625,25400.640625,377800000,377800000,-296.71875,-1.15,25506.05,"May 28, 20",-0.0115,2020-05-28,2020
^DJI,2020-05-27,25298.630859,25551.560547,25009.869141,25548.269531,25548.269531,411230000,411230000,249.63867,0.98677,25369.9,"May 27, 20",0.0098677,2020-05-27,2020
^DJI,2020-05-26,24781.839844,25176.419922,24781.839844,24995.109375,24995.109375,424380000,424380000,213.26953,0.86059,24984.46,"May 26, 20",0.0086059,2020-05-26,2020
